9606	9598	9597	9544	9258	9031	13616	10090
ENSG00000124767	ENSPTRG00000018128	ENSPPAG00000036294	ENSMMUG00000001638	ENSOANG00000021713	ENSGALG00000010127	ENSMODG00000013237	ENSMUSG00000024026
ENSG00000124783	ENSPTRG00000017698	ENSPPAG00000031246	ENSMMUG00000002147	ENSOANG00000014818	ENSGALG00000012798	ENSMODG00000028246	ENSMUSG00000021427
ENSG00000124784	ENSPTRG00000017700	ENSPPAG00000016349	ENSMMUG00000015577	ENSOANG00000012553	ENSGALG00000012795	ENSMODG00000009964	ENSMUSG00000021428
ENSG00000124786	ENSPTRG00000017710	ENSPPAG00000039344	ENSMMUG00000010672	ENSOANG00000007181	ENSGALG00000012778	ENSMODG00000010044	ENSMUSG00000021432
ENSG00000124787	ENSPTRG00000017690	ENSPPAG00000023703	ENSMMUG00000004966	ENSOANG00000001200	ENSGALG00000036074	ENSMODG00000009826	ENSMUSG00000021418
ENSG00000124788	ENSPTRG00000039250	ENSPPAG00000028993	ENSMMUG00000002940	ENSOANG00000011866	ENSGALG00000012709	ENSMODG00000010827	ENSMUSG00000046876
ENSG00000124789	ENSPTRG00000017752	ENSPPAG00000029729	ENSMMUG00000001993	ENSOANG00000011858	ENSGALG00000012720	ENSMODG00000010951	ENSMUSG00000021374
ENSG00000124813	ENSPTRG00000018228	ENSPPAG00000036423	ENSMMUG00000019819	ENSOANG00000008265	ENSGALG00000040276	ENSMODG00000018912	ENSMUSG00000039153
ENSG00000124818	ENSPTRG00000018249	ENSPPAG00000039425	ENSMMUG00000013751	ENSOANG00000008281	ENSGALG00000016725	ENSMODG00000018859	ENSMUSG00000043972
ENSG00000124827	ENSPTRG00000017724	ENSPPAG00000035882	ENSMMUG00000007719	ENSOANG00000007191	ENSGALG00000012768	ENSMODG00000010371	ENSMUSG00000021362
ENSG00000124882	ENSPTRG00000016166	ENSPPAG00000042641	ENSMMUG00000002313	ENSOANG00000006917	ENSGALG00000010864	ENSMODG00000019193	ENSMUSG00000029377
ENSG00000125037	ENSPTRG00000014606	ENSPPAG00000040892	ENSMMUG00000018290	ENSOANG00000013805	ENSGALG00000003738	ENSMODG00000005371	ENSMUSG00000030286
ENSG00000125207	ENSPTRG00000005633	ENSPPAG00000018598	ENSMMUG00000005629	ENSOANG00000011950	ENSGALG00000002645	ENSMODG00000015619	ENSMUSG00000029423
ENSG00000125246	ENSPTRG00000005998	ENSPPAG00000031545	ENSMMUG00000003558	ENSOANG00000006991	ENSGALG00000016875	ENSMODG00000007746	ENSMUSG00000025545
ENSG00000125247	ENSPTRG00000006004	ENSPPAG00000027591	ENSMMUG00000000481	ENSOANG00000011304	ENSGALG00000016870	ENSMODG00000007425	ENSMUSG00000041594
ENSG00000125255	ENSPTRG00000006019	ENSPPAG00000023060	ENSMMUG00000007664	ENSOANG00000011322	ENSGALG00000016858	ENSMODG00000005811	ENSMUSG00000023073
ENSG00000125257	ENSPTRG00000005971	ENSPPAG00000014419	ENSMMUG00000021807	ENSOANG00000014917	ENSGALG00000016896	ENSMODG00000009315	ENSMUSG00000032849
ENSG00000125266	ENSPTRG00000006021	ENSPPAG00000028987	ENSMMUG00000009892	ENSOANG00000011323	ENSGALG00000029175	ENSMODG00000005556	ENSMUSG00000001300
ENSG00000125304	ENSPTRG00000005997	ENSPPAG00000030130	ENSMMUG00000019556	ENSOANG00000006992	ENSGALG00000016878	ENSMODG00000007786	ENSMUSG00000025544
ENSG00000125354	ENSPTRG00000022227	ENSPPAG00000040865	ENSMMUG00000017669	ENSOANG00000002596	ENSGALG00000008633	ENSMODG00000010221	ENSMUSG00000050379
ENSG00000125355	ENSPTRG00000044206	ENSPPAG00000035961	ENSMMUG00000011074	ENSOANG00000002584	ENSGALG00000008604	ENSMODG00000010283	ENSMUSG00000036502
ENSG00000125409	ENSPTRG00000008794	ENSPPAG00000034997	ENSMMUG00000002208	ENSOANG00000001384	ENSGALG00000001348	ENSMODG00000007665	ENSMUSG00000042189
ENSG00000125445	ENSPTRG00000009639	ENSPPAG00000022323	ENSMMUG00000018022	ENSOANG00000008324	ENSGALG00000007999	ENSMODG00000007290	ENSMUSG00000046756
ENSG00000125449	ENSPTRG00000009631	ENSPPAG00000043980	ENSMMUG00000029833	ENSOANG00000012022	ENSGALG00000007961	ENSMODG00000007172	ENSMUSG00000057219
ENSG00000125450	ENSPTRG00000009637	ENSPPAG00000017632	ENSMMUG00000018018	ENSOANG00000008323	ENSGALG00000007974	ENSMODG00000007246	ENSMUSG00000020739
ENSG00000125454	ENSPTRG00000009641	ENSPPAG00000036265	ENSMMUG00000018031	ENSOANG00000008326	ENSGALG00000008011	ENSMODG00000007328	ENSMUSG00000020744
ENSG00000125457	ENSPTRG00000009640	ENSPPAG00000019610	ENSMMUG00000018023	ENSOANG00000008325	ENSGALG00000026715	ENSMODG00000007305	ENSMUSG00000020743
ENSG00000125534	ENSPTRG00000013739	ENSPPAG00000038524	ENSMMUG00000006064	ENSOANG00000004909	ENSGALG00000005849	ENSMODG00000024965	ENSMUSG00000016344
ENSG00000125675	ENSPTRG00000022245	ENSPPAG00000024886	ENSMMUG00000009054	ENSOANG00000004058	ENSGALG00000034109	ENSMODG00000015003	ENSMUSG00000001986
ENSG00000125703	ENSPTRG00000000813	ENSPPAG00000043147	ENSMMUG00000000386	ENSOANG00000008336	ENSGALG00000010985	ENSMODG00000001393	ENSMUSG00000028550
ENSG00000125877	ENSPTRG00000013194	ENSPPAG00000035696	ENSMMUG00000031203	ENSOANG00000000904	ENSGALG00000003250	ENSMODG00000005474	ENSMUSG00000074797
ENSG00000125912	ENSPTRG00000010258	ENSPPAG00000043465	ENSMMUG00000017036	ENSOANG00000003212	ENSGALG00000013369	ENSMODG00000019149	ENSMUSG00000020238
ENSG00000125944	ENSPTRG00000000324	ENSPPAG00000040797	ENSMMUG00000010970	ENSOANG00000003961	ENSGALG00000000814	ENSMODG00000016144	ENSMUSG00000066037
ENSG00000126010	ENSPTRG00000021696	ENSPPAG00000035890	ENSMMUG00000023688	ENSOANG00000002569	ENSGALG00000027960	ENSMODG00000017191	ENSMUSG00000031364
ENSG00000126016	ENSPTRG00000022197	ENSPPAG00000037944	ENSMMUG00000007688	ENSOANG00000002399	ENSGALG00000007952	ENSMODG00000005098	ENSMUSG00000041688
ENSG00000126070	ENSPTRG00000000529	ENSPPAG00000031959	ENSMMUG00000006252	ENSOANG00000002078	ENSGALG00000043711	ENSMODG00000017869	ENSMUSG00000028842
ENSG00000126106	ENSPTRG00000000657	ENSPPAG00000031119	ENSMMUG00000014820	ENSOANG00000003693	ENSGALG00000010110	ENSMODG00000002648	ENSMUSG00000048772
ENSG00000126653	ENSPTRG00000008957	ENSPPAG00000003543	ENSMMUG00000012121	ENSOANG00000012656	ENSGALG00000004186	ENSMODG00000009868	ENSMUSG00000037958
ENSG00000126733	ENSPTRG00000022073	ENSPPAG00000036042	ENSMMUG00000016777	ENSOANG00000004328	ENSGALG00000006886	ENSMODG00000014370	ENSMUSG00000025592
ENSG00000126858	ENSPTRG00000008986	ENSPPAG00000027700	ENSMMUG00000018222	ENSOANG00000008032	ENSGALG00000003397	ENSMODG00000019189	ENSMUSG00000017686
ENSG00000126870	ENSPTRG00000048748	ENSPPAG00000038122	ENSMMUG00000006973	ENSOANG00000006118	ENSGALG00000006558	ENSMODG00000005458	ENSMUSG00000042050
ENSG00000126934	ENSPTRG00000010294	ENSPPAG00000029228	ENSMMUG00000019564	ENSOANG00000009511	ENSGALG00000001267	ENSMODG00000000809	ENSMUSG00000035027
ENSG00000126970	ENSPTRG00000021968	ENSPPAG00000039016	ENSMMUG00000006916	ENSOANG00000002987	ENSGALG00000042725	ENSMODG00000005213	ENSMUSG00000035062
ENSG00000127054	ENSPTRG00000051102	ENSPPAG00000037865	ENSMMUG00000013866	ENSOANG00000013023	ENSGALG00000001691	ENSMODG00000006290	ENSMUSG00000029034
ENSG00000127074	ENSPTRG00000001791	ENSPPAG00000043188	ENSMMUG00000001672	ENSOANG00000002959	ENSGALG00000053210	ENSMODG00000012084	ENSMUSG00000051079
ENSG00000127125	ENSPTRG00000030660	ENSPPAG00000039580	ENSMMUG00000013126	ENSOANG00000009726	ENSGALG00000004882	ENSMODG00000017309	ENSMUSG00000028636
ENSG00000127220	ENSPTRG00000010666	ENSPPAG00000006875	ENSMMUG00000009656	ENSOANG00000014712	ENSGALG00000036297	ENSMODG00000015077	ENSMUSG00000007950
ENSG00000127241	ENSPTRG00000015725	ENSPPAG00000036653	ENSMMUG00000013004	ENSOANG00000000869	ENSGALG00000007419	ENSMODG00000008535	ENSMUSG00000022887
ENSG00000127328	ENSPTRG00000005212	ENSPPAG00000038298	ENSMMUG00000004783	ENSOANG00000005957	ENSGALG00000009959	ENSMODG00000020383	ENSMUSG00000064181
ENSG00000127329	ENSPTRG00000005219	ENSPPAG00000041412	ENSMMUG00000011072	ENSOANG00000005962	ENSGALG00000010049	ENSMODG00000020392	ENSMUSG00000020154
ENSG00000127418	ENSPTRG00000049998	ENSPPAG00000033720	ENSMMUG00000032300	ENSOANG00000000240	ENSGALG00000037525	ENSMODG00000004433	ENSMUSG00000008090
ENSG00000127419	ENSPTRG00000050831	ENSPPAG00000001209	ENSMMUG00000017221	ENSOANG00000006520	ENSGALG00000015368	ENSMODG00000005555	ENSMUSG00000013495
ENSG00000127463	ENSPTRG00000000261	ENSPPAG00000043990	ENSMMUG00000006688	ENSOANG00000015346	ENSGALG00000003969	ENSMODG00000015866	ENSMUSG00000078517
ENSG00000127511	ENSPTRG00000010654	ENSPPAG00000043909	ENSMMUG00000018504	ENSOANG00000013064	ENSGALG00000003771	ENSMODG00000014992	ENSMUSG00000031622
ENSG00000127588	ENSPTRG00000043935	ENSPPAG00000033639	ENSMMUG00000000846	ENSOANG00000000467	ENSGALG00000005293	ENSMODG00000016895	ENSMUSG00000025739
ENSG00000127663	ENSPTRG00000010327	ENSPPAG00000036177	ENSMMUG00000012677	ENSOANG00000012762	ENSGALG00000048613	ENSMODG00000001130	ENSMUSG00000024201
ENSG00000127666	ENSPTRG00000010322	ENSPPAG00000011961	ENSMMUG00000014163	ENSOANG00000014955	ENSGALG00000026850	ENSMODG00000001063	ENSMUSG00000047123
ENSG00000127720	ENSPTRG00000005267	ENSPPAG00000028130	ENSMMUG00000002514	ENSOANG00000004849	ENSGALG00000042269	ENSMODG00000020485	ENSMUSG00000036009
ENSG00000127804	ENSPTRG00000008550	ENSPPAG00000029944	ENSMMUG00000022007	ENSOANG00000008629	ENSGALG00000014901	ENSMODG00000010765	ENSMUSG00000010554
ENSG00000127863	ENSPTRG00000005704	ENSPPAG00000031447	ENSMMUG00000004237	ENSOANG00000009041	ENSGALG00000017119	ENSMODG00000008428	ENSMUSG00000060548
ENSG00000127955	ENSPTRG00000019343	ENSPPAG00000030334	ENSMMUG00000023470	ENSOANG00000003489	ENSGALG00000008382	ENSMODG00000017116	ENSMUSG00000057614
ENSG00000128052	ENSPTRG00000016069	ENSPPAG00000042774	ENSMMUG00000012669	ENSOANG00000003802	ENSGALG00000013907	ENSMODG00000020673	ENSMUSG00000062960
ENSG00000128266	ENSPTRG00000014135	ENSPPAG00000027723	ENSMMUG00000001776	ENSOANG00000005379	ENSGALG00000006719	ENSMODG00000010036	ENSMUSG00000040009
ENSG00000128268	ENSPTRG00000014396	ENSPPAG00000025315	ENSMMUG00000004495	ENSOANG00000004010	ENSGALG00000036743	ENSMODG00000025084	ENSMUSG00000042428
ENSG00000128294	ENSPTRG00000014197	ENSPPAG00000041524	ENSMMUG00000023450	ENSOANG00000000867	ENSGALG00000005626	ENSMODG00000010716	ENSMUSG00000029344
ENSG00000128298	ENSPTRG00000014361	ENSPPAG00000033483	ENSMMUG00000002699	ENSOANG00000014677	ENSGALG00000012285	ENSMODG00000018737	ENSMUSG00000018126
ENSG00000128309	ENSPTRG00000014324	ENSPPAG00000024324	ENSMMUG00000012350	ENSOANG00000004631	ENSGALG00000040840	ENSMODG00000000716	ENSMUSG00000071711
ENSG00000128311	ENSPTRG00000014323	ENSPPAG00000032107	ENSMMUG00000012349	ENSOANG00000004630	ENSGALG00000012488	ENSMODG00000000724	ENSMUSG00000044986
ENSG00000128340	ENSPTRG00000047213	ENSPPAG00000031032	ENSMMUG00000018854	ENSOANG00000013618	ENSGALG00000012456	ENSMODG00000000635	ENSMUSG00000033220
ENSG00000128346	ENSPTRG00000014355	ENSPPAG00000039223	ENSMMUG00000021560	ENSOANG00000014685	ENSGALG00000012293	ENSMODG00000019064	ENSMUSG00000033029
ENSG00000128408	ENSPTRG00000014497	ENSPPAG00000028062	ENSMMUG00000023007	ENSOANG00000005535	ENSGALG00000014232	ENSMODG00000007265	ENSMUSG00000022431
ENSG00000128487	ENSPTRG00000008878	ENSPPAG00000043713	ENSMMUG00000018579	ENSOANG00000012676	ENSGALG00000004400	ENSMODG00000011081	ENSMUSG00000042331
ENSG00000128534	ENSPTRG00000046596	ENSPPAG00000043228	ENSMMUG00000015822	ENSOANG00000014536	ENSGALG00000009110	ENSMODG00000015729	ENSMUSG00000044155
ENSG00000128573	ENSPTRG00000019608	ENSPPAG00000030868	ENSMMUG00000008005	ENSOANG00000001697	ENSGALG00000009424	ENSMODG00000015863	ENSMUSG00000029563
ENSG00000128585	ENSPTRG00000022979	ENSPPAG00000024879	ENSMMUG00000018259	ENSOANG00000011473	ENSGALG00000006356	ENSMODG00000014474	ENSMUSG00000025609
ENSG00000128604	ENSPTRG00000019675	ENSPPAG00000031382	ENSMMUG00000018478	ENSOANG00000011449	ENSGALG00000039982	ENSMODG00000014710	ENSMUSG00000029771
ENSG00000128606	ENSPTRG00000019545	ENSPPAG00000029239	ENSMMUG00000012432	ENSOANG00000015058	ENSGALG00000008298	ENSMODG00000017211	ENSMUSG00000039883
ENSG00000128607	ENSPTRG00000019687	ENSPPAG00000035194	ENSMMUG00000009325	ENSOANG00000011461	ENSGALG00000008013	ENSMODG00000014616	ENSMUSG00000029775
ENSG00000128654	ENSPTRG00000012674	ENSPPAG00000043265	ENSMMUG00000010185	ENSOANG00000008621	ENSGALG00000009264	ENSMODG00000009617	ENSMUSG00000027099
ENSG00000128683	ENSPTRG00000012626	ENSPPAG00000035077	ENSMMUG00000015198	ENSOANG00000008559	ENSGALG00000034070	ENSMODG00000008529	ENSMUSG00000070880
ENSG00000128708	ENSPTRG00000012637	ENSPPAG00000043422	ENSMMUG00000007313	ENSOANG00000008579	ENSGALG00000009525	ENSMODG00000008870	ENSMUSG00000027018
ENSG00000128710	ENSPTRG00000012667	ENSPPAG00000036046	ENSMMUG00000023503	ENSOANG00000008615	ENSGALG00000009270	ENSMODG00000009577	ENSMUSG00000050368
ENSG00000128791	ENSPTRG00000009858	ENSPPAG00000028505	ENSMMUG00000010726	ENSOANG00000012878	ENSGALG00000052629	ENSMODG00000021446	ENSMUSG00000024098
ENSG00000129048	ENSPTRG00000051490	ENSPPAG00000016150	ENSMMUG00000000526	ENSOANG00000006778	ENSGALG00000041491	ENSMODG00000024022	ENSMUSG00000079355
ENSG00000129083	ENSPTRG00000003384	ENSPPAG00000037818	ENSMMUG00000016444	ENSOANG00000006884	ENSGALG00000006015	ENSMODG00000007335	ENSMUSG00000030754
ENSG00000129084	ENSPTRG00000003385	ENSPPAG00000009245	ENSMMUG00000016446	ENSOANG00000006654	ENSGALG00000006022	ENSMODG00000007303	ENSMUSG00000030751
ENSG00000129128	ENSPTRG00000016615	ENSPPAG00000035990	ENSMMUG00000022784	ENSOANG00000015686	ENSGALG00000010839	ENSMODG00000003782	ENSMUSG00000054408
ENSG00000129151	ENSPTRG00000003453	ENSPPAG00000034863	ENSMMUG00000000316	ENSOANG00000013137	ENSGALG00000013297	ENSMODG00000009421	ENSMUSG00000041660
ENSG00000129159	ENSPTRG00000003407	ENSPPAG00000006765	ENSMMUG00000006403	ENSOANG00000003052	ENSGALG00000006220	ENSMODG00000006734	ENSMUSG00000058975
ENSG00000129167	ENSPTRG00000003409	ENSPPAG00000038830	ENSMMUG00000006096	ENSOANG00000012328	ENSGALG00000006236	ENSMODG00000006704	ENSMUSG00000040046
ENSG00000129170	ENSPTRG00000003434	ENSPPAG00000034864	ENSMMUG00000019119	ENSOANG00000011291	ENSGALG00000004044	ENSMODG00000009011	ENSMUSG00000030470
ENSG00000129173	ENSPTRG00000003435	ENSPPAG00000034910	ENSMMUG00000010853	ENSOANG00000011290	ENSGALG00000041299	ENSMODG00000009029	ENSMUSG00000046179
ENSG00000129187	ENSPTRG00000016624	ENSPPAG00000022425	ENSMMUG00000000284	ENSOANG00000006238	ENSGALG00000010674	ENSMODG00000004124	ENSMUSG00000031562
ENSG00000129197	ENSPTRG00000008630	ENSPPAG00000031332	ENSMMUG00000010468	ENSOANG00000022274	ENSGALG00000001666	ENSMODG00000016652	ENSMUSG00000018449
ENSG00000129295	ENSPTRG00000020595	ENSPPAG00000030101	ENSMMUG00000015647	ENSOANG00000008099	ENSGALG00000042548	ENSMODG00000001207	ENSMUSG00000022375
ENSG00000129315	ENSPTRG00000004883	ENSPPAG00000032804	ENSMMUG00000007629	ENSOANG00000005843	ENSGALG00000047646	ENSMODG00000021158	ENSMUSG00000011960
ENSG00000129353	ENSPTRG00000010479	ENSPPAG00000039593	ENSMMUG00000003744	ENSOANG00000000619	ENSGALG00000047929	ENSMODG00000005859	ENSMUSG00000057193
ENSG00000129595	ENSPTRG00000017133	ENSPPAG00000040652	ENSMMUG00000012192	ENSOANG00000015160	ENSGALG00000000234	ENSMODG00000013316	ENSMUSG00000024376
ENSG00000129596	ENSPTRG00000017153	ENSPPAG00000043076	ENSMMUG00000015283	ENSOANG00000011621	ENSGALG00000002358	ENSMODG00000013657	ENSMUSG00000033022
ENSG00000129654	ENSPTRG00000009674	ENSPPAG00000036571	ENSMMUG00000003533	ENSOANG00000014384	ENSGALG00000041025	ENSMODG00000008306	ENSMUSG00000034227
ENSG00000129657	ENSPTRG00000009696	ENSPPAG00000036599	ENSMMUG00000022994	ENSOANG00000007056	ENSGALG00000001684	ENSMODG00000001638	ENSMUSG00000020823
ENSG00000129667	ENSPTRG00000009684	ENSPPAG00000039412	ENSMMUG00000018973	ENSOANG00000011566	ENSGALG00000001943	ENSMODG00000009283	ENSMUSG00000020806
ENSG00000129673	ENSPTRG00000009682	ENSPPAG00000042927	ENSMMUG00000018970	ENSOANG00000011565	ENSGALG00000001955	ENSMODG00000009260	ENSMUSG00000020804
ENSG00000129675	ENSPTRG00000022320	ENSPPAG00000028700	ENSMMUG00000013768	ENSOANG00000011671	ENSGALG00000006439	ENSMODG00000014073	ENSMUSG00000031133
ENSG00000130024	ENSPTRG00000018819	ENSPPAG00000001816	ENSMMUG00000015335	ENSOANG00000004868	ENSGALG00000011192	ENSMODG00000005689	ENSMUSG00000023883
ENSG00000130147	ENSPTRG00000013066	ENSPPAG00000043782	ENSMMUG00000013808	ENSOANG00000012552	ENSGALG00000004140	ENSMODG00000002867	ENSMUSG00000036206
ENSG00000130150	ENSPTRG00000021681	ENSPPAG00000029223	ENSMMUG00000017842	ENSOANG00000002601	ENSGALG00000016568	ENSMODG00000017270	ENSMUSG00000061778
ENSG00000130159	ENSPTRG00000010508	ENSPPAG00000037464	ENSMMUG00000020618	ENSOANG00000001370	ENSGALG00000043823	ENSMODG00000006672	ENSMUSG00000066839
ENSG00000130165	ENSPTRG00000010512	ENSPPAG00000039662	ENSMMUG00000001476	ENSOANG00000011944	ENSGALG00000032489	ENSMODG00000006691	ENSMUSG00000013822
ENSG00000130175	ENSPTRG00000010505	ENSPPAG00000035556	ENSMMUG00000002328	ENSOANG00000015045	ENSGALG00000048565	ENSMODG00000006641	ENSMUSG00000003402
ENSG00000130176	ENSPTRG00000010511	ENSPPAG00000036334	ENSMMUG00000001473	ENSOANG00000010453	ENSGALG00000041266	ENSMODG00000006688	ENSMUSG00000001349
ENSG00000130226	ENSPTRG00000019901	ENSPPAG00000005641	ENSMMUG00000006328	ENSOANG00000006155	ENSGALG00000041791	ENSMODG00000004898	ENSMUSG00000061576
ENSG00000130234	ENSPTRG00000021688	ENSPPAG00000037947	ENSMMUG00000014048	ENSOANG00000002574	ENSGALG00000016554	ENSMODG00000017222	ENSMUSG00000015405
ENSG00000130294	ENSPTRG00000013112	ENSPPAG00000024628	ENSMMUG00000021802	ENSOANG00000015601	ENSGALG00000006221	ENSMODG00000015963	ENSMUSG00000014602
ENSG00000130299	ENSPTRG00000010670	ENSPPAG00000027605	ENSMMUG00000023403	ENSOANG00000013734	ENSGALG00000037256	ENSMODG00000015098	ENSMUSG00000007610
ENSG00000130304	ENSPTRG00000010676	ENSPPAG00000042030	ENSMMUG00000000194	ENSOANG00000014609	ENSGALG00000040553	ENSMODG00000004430	ENSMUSG00000031808
ENSG00000130309	ENSPTRG00000010680	ENSPPAG00000036352	ENSMMUG00000000198	ENSOANG00000012787	ENSGALG00000046896	ENSMODG00000004372	ENSMUSG00000034807
ENSG00000130313	ENSPTRG00000010677	ENSPPAG00000027380	ENSMMUG00000000195	ENSOANG00000014608	ENSGALG00000030533	ENSMODG00000004396	ENSMUSG00000031807
ENSG00000130347	ENSPTRG00000018461	ENSPPAG00000031639	ENSMMUG00000008121	ENSOANG00000003898	ENSGALG00000015343	ENSMODG00000018024	ENSMUSG00000019864
ENSG00000130377	ENSPTRG00000010354	ENSPPAG00000031354	ENSMMUG00000018937	ENSOANG00000006236	ENSGALG00000001749	ENSMODG00000001431	ENSMUSG00000024207
ENSG00000130385	ENSPTRG00000021908	ENSPPAG00000005038	ENSMMUG00000017358	ENSOANG00000013992	ENSGALG00000004742	ENSMODG00000011104	ENSMUSG00000023279
ENSG00000130396	ENSPTRG00000018810	ENSPPAG00000018981	ENSMMUG00000021044	ENSOANG00000005867	ENSGALG00000011329	ENSMODG00000006062	ENSMUSG00000068036
ENSG00000130414	ENSPTRG00000013099	ENSPPAG00000037987	ENSMMUG00000010382	ENSOANG00000002908	ENSGALG00000004302	ENSMODG00000007705	ENSMUSG00000026260
ENSG00000130429	ENSPTRG00000019449	ENSPPAG00000029449	ENSMMUG00000001458	ENSOANG00000007725	ENSGALG00000032588	ENSMODG00000001316	ENSMUSG00000029622
ENSG00000130479	ENSPTRG00000010682	ENSPPAG00000037035	ENSMMUG00000022742	ENSOANG00000007438	ENSGALG00000039108	ENSMODG00000019153	ENSMUSG00000019261
ENSG00000130517	ENSPTRG00000010703	ENSPPAG00000029656	ENSMMUG00000004406	ENSOANG00000009849	ENSGALG00000042080	ENSMODG00000003455	ENSMUSG00000056204
ENSG00000130520	ENSPTRG00000031470	ENSPPAG00000044045	ENSMMUG00000004405	ENSOANG00000007434	ENSGALG00000003385	ENSMODG00000015044	ENSMUSG00000031848
ENSG00000130540	ENSPTRG00000014477	ENSPPAG00000011850	ENSMMUG00000005252	ENSOANG00000009629	ENSGALG00000014189	ENSMODG00000006239	ENSMUSG00000018865
ENSG00000130656	ENSPTRG00000031328	ENSPPAG00000017370	ENSMMUG00000019566	ENSOANG00000009130	ENSGALG00000023740	ENSMODG00000016631	ENSMUSG00000055609
ENSG00000130695	ENSPTRG00000000378	ENSPPAG00000035844	ENSMMUG00000000644	ENSOANG00000006306	ENSGALG00000042624	ENSMODG00000014186	ENSMUSG00000037443
ENSG00000130766	ENSPTRG00000000429	ENSPPAG00000036650	ENSMMUG00000019993	ENSOANG00000000634	ENSGALG00000037603	ENSMODG00000010846	ENSMUSG00000028893
ENSG00000130768	ENSPTRG00000000421	ENSPPAG00000033356	ENSMMUG00000018175	ENSOANG00000011249	ENSGALG00000000737	ENSMODG00000010740	ENSMUSG00000028885
ENSG00000130772	ENSPTRG00000000431	ENSPPAG00000033816	ENSMMUG00000010353	ENSOANG00000000633	ENSGALG00000028149	ENSMODG00000010853	ENSMUSG00000066042
ENSG00000130779	ENSPTRG00000005578	ENSPPAG00000037691	ENSMMUG00000021928	ENSOANG00000006200	ENSGALG00000004467	ENSMODG00000012253	ENSMUSG00000049550
ENSG00000130787	ENSPTRG00000005586	ENSPPAG00000039152	ENSMMUG00000015221	ENSOANG00000006185	ENSGALG00000031511	ENSMODG00000012341	ENSMUSG00000000915
ENSG00000130810	ENSPTRG00000010459	ENSPPAG00000039744	ENSMMUG00000017211	ENSOANG00000006740	ENSGALG00000051597	ENSMODG00000005158	ENSMUSG00000004100
ENSG00000130856	ENSPTRG00000010123	ENSPPAG00000038362	ENSMMUG00000011329	ENSOANG00000005983	ENSGALG00000013657	ENSMODG00000012304	ENSMUSG00000041258
ENSG00000130921	ENSPTRG00000005595	ENSPPAG00000029654	ENSMMUG00000031495	ENSOANG00000012866	ENSGALG00000029390	ENSMODG00000012450	ENSMUSG00000047635
ENSG00000130962	ENSPTRG00000045419	ENSPPAG00000039979	ENSMMUG00000011053	ENSOANG00000007109	ENSGALG00000016266	ENSMODG00000021113	ENSMUSG00000047996
ENSG00000131013	ENSPTRG00000018692	ENSPPAG00000042154	ENSMMUG00000023067	ENSOANG00000001063	ENSGALG00000012364	ENSMODG00000016825	ENSMUSG00000015757
ENSG00000131023	ENSPTRG00000018696	ENSPPAG00000036080	ENSMMUG00000009827	ENSOANG00000001067	ENSGALG00000012386	ENSMODG00000016812	ENSMUSG00000040021
ENSG00000131148	ENSPTRG00000008433	ENSPPAG00000042383	ENSMMUG00000006762	ENSOANG00000003745	ENSGALG00000005744	ENSMODG00000024541	ENSMUSG00000031819
ENSG00000131171	ENSPTRG00000022061	ENSPPAG00000035293	ENSMMUG00000001689	ENSOANG00000012641	ENSGALG00000007128	ENSMODG00000004322	ENSMUSG00000031246
ENSG00000131238	ENSPTRG00000000584	ENSPPAG00000040559	ENSMMUG00000009189	ENSOANG00000008130	ENSGALG00000003936	ENSMODG00000017638	ENSMUSG00000028657
ENSG00000131242	ENSPTRG00000008974	ENSPPAG00000036623	ENSMMUG00000008127	ENSOANG00000010296	ENSGALG00000003227	ENSMODG00000019209	ENSMUSG00000017639
ENSG00000131269	ENSPTRG00000051934	ENSPPAG00000031273	ENSMMUG00000015619	ENSOANG00000002026	ENSGALG00000007788	ENSMODG00000011942	ENSMUSG00000031333
ENSG00000131368	ENSPTRG00000014658	ENSPPAG00000039324	ENSMMUG00000005157	ENSOANG00000021369	ENSGALG00000008506	ENSMODG00000007018	ENSMUSG00000014551
ENSG00000131370	ENSPTRG00000014662	ENSPPAG00000038360	ENSMMUG00000006661	ENSOANG00000006756	ENSGALG00000039337	ENSMODG00000014532	ENSMUSG00000021892
ENSG00000131373	ENSPTRG00000014667	ENSPPAG00000042783	ENSMMUG00000022519	ENSOANG00000006750	ENSGALG00000011211	ENSMODG00000014566	ENSMUSG00000021884
ENSG00000131375	ENSPTRG00000014661	ENSPPAG00000032807	ENSMMUG00000006658	ENSOANG00000006757	ENSGALG00000041731	ENSMODG00000014524	ENSMUSG00000021893
ENSG00000131378	ENSPTRG00000014673	ENSPPAG00000043628	ENSMMUG00000022694	ENSOANG00000006743	ENSGALG00000011241	ENSMODG00000014607	ENSMUSG00000039316
ENSG00000131381	ENSPTRG00000014659	ENSPPAG00000038220	ENSMMUG00000005158	ENSOANG00000014024	ENSGALG00000008500	ENSMODG00000007011	ENSMUSG00000014550
ENSG00000131389	ENSPTRG00000014651	ENSPPAG00000042007	ENSMMUG00000006340	ENSOANG00000002131	ENSGALG00000006425	ENSMODG00000007269	ENSMUSG00000030096
ENSG00000131620	ENSPTRG00000052288	ENSPPAG00000018068	ENSMMUG00000019734	ENSOANG00000007411	ENSGALG00000041808	ENSMODG00000019768	ENSMUSG00000031075
ENSG00000131626	ENSPTRG00000004005	ENSPPAG00000042805	ENSMMUG00000013265	ENSOANG00000007409	ENSGALG00000035774	ENSMODG00000019765	ENSMUSG00000037519
