bgeeGeneId	geneId	geneName	geneDescription	speciesId	geneBioTypeId	ensemblGene	geneMappedToGeneIdCount
228751	ENSLOCG00000013203	myh10	myosin heavy chain 10 [Source:NCBI gene;Acc:102695864]	7918	6	1	1
228752	ENSLOCG00000013204		solute carrier family 2, facilitated glucose transporter member 1-like [Source:NCBI gene;Acc:102691862]	7918	6	1	1
228753	ENSLOCG00000013205	HTD2	hydroxyacyl-thioester dehydratase type 2 [Source:HGNC Symbol;Acc:HGNC:53111]	7918	6	1	1
228754	ENSLOCG00000013206	DCTN6	dynactin subunit 6 [Source:NCBI gene;Acc:102694800]	7918	6	1	1
228755	ENSLOCG00000013207	rpp14	ribonuclease P/MRP subunit p14 [Source:NCBI gene;Acc:102693146]	7918	6	1	1
228756	ENSLOCG00000013208		S5A_REDUCTASE domain-containing protein	7918	6	1	1
228757	ENSLOCG00000013209	CATSPERB	cation channel sperm associated auxiliary subunit beta [Source:HGNC Symbol;Acc:HGNC:20500]	7918	6	1	1
228758	ENSLOCG00000013210	slc35b3	solute carrier family 35 member B3 [Source:NCBI gene;Acc:102690212]	7918	6	1	1
228759	ENSLOCG00000013211	ghrhr2	growth hormone releasing hormone receptor 2 [Source:ZFIN;Acc:ZDB-GENE-121214-194]	7918	6	1	1
228760	ENSLOCG00000013212	abhd6a	abhydrolase domain containing 6 [Source:NCBI gene;Acc:102693352]	7918	6	1	1
228761	ENSLOCG00000013213			7918	6	1	1
228762	ENSLOCG00000013214		endonuclease domain-containing 1 protein-like [Source:NCBI gene;Acc:102692062]	7918	6	1	1
228763	ENSLOCG00000013215	zgc:172339	endonuclease domain-containing 1 protein-like [Source:NCBI gene;Acc:102692264]	7918	6	1	1
228764	ENSLOCG00000013216	DNASE1L3	deoxyribonuclease 1 like 3 [Source:NCBI gene;Acc:102682366]	7918	6	1	1
228765	ENSLOCG00000013217	eef1e1	eukaryotic translation elongation factor 1 epsilon 1 [Source:NCBI gene;Acc:102694160]	7918	6	1	1
228766	ENSLOCG00000013218	MYL4	myosin light chain 4 [Source:NCBI gene;Acc:102684478]	7918	6	1	1
228767	ENSLOCG00000013219		endonuclease domain-containing 1 protein-like [Source:NCBI gene;Acc:102692466]	7918	6	1	1
228768	ENSLOCG00000013220	TC2N	tandem C2 domains, nuclear [Source:NCBI gene;Acc:102683384]	7918	6	1	1
228769	ENSLOCG00000013221	si:dkey-85k7.11	endonuclease domain-containing 1 protein-like [Source:NCBI gene;Acc:102692669]	7918	6	1	1
228770	ENSLOCG00000013222	maptb	microtubule-associated protein tau b [Source:ZFIN;Acc:ZDB-GENE-081027-2]	7918	6	1	1
228771	ENSLOCG00000013223	bloc1s5	biogenesis of lysosomal organelles complex 1 subunit 5 [Source:NCBI gene;Acc:102694363]	7918	6	1	1
228772	ENSLOCG00000013224	dut	deoxyuridine triphosphatase [Source:NCBI gene;Acc:102690928]	7918	6	1	1
228773	ENSLOCG00000013225		perforin-1-like [Source:NCBI gene;Acc:102692872]	7918	6	1	1
228774	ENSLOCG00000013226	fbln5	fibulin 5 [Source:ZFIN;Acc:ZDB-GENE-041010-54]	7918	6	1	1
228775	ENSLOCG00000013227	si:ch211-193l2.10	uncharacterized LOC107077418 [Source:NCBI gene;Acc:107077418]	7918	6	1	1
228776	ENSLOCG00000013228	kansl1b	KAT8 regulatory NSL complex subunit 1 [Source:NCBI gene;Acc:102695166]	7918	6	1	1
228777	ENSLOCG00000013229		C-type lectin domain-containing protein	7918	6	1	1
228778	ENSLOCG00000013230	slc12a1	solute carrier family 12 member 1 [Source:NCBI gene;Acc:102691127]	7918	6	1	1
228779	ENSLOCG00000013231	FLNB	filamin B [Source:NCBI gene;Acc:102693550]	7918	6	1	1
228780	ENSLOCG00000013232	cdc27	cell division cycle 27 [Source:NCBI gene;Acc:102695357]	7918	6	1	1
228781	ENSLOCG00000013233	txndc5	thioredoxin domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-040426-1951]	7918	6	1	1
228782	ENSLOCG00000013234		C-type lectin domain-containing protein	7918	6	1	1
228783	ENSLOCG00000013235	trip11	thyroid hormone receptor interactor 11 [Source:NCBI gene;Acc:102694356]	7918	6	1	1
228784	ENSLOCG00000013236	adgrl3.1	adhesion G protein-coupled receptor L3.1 [Source:ZFIN;Acc:ZDB-GENE-030131-7856]	7918	6	1	1
228785	ENSLOCG00000013237	ponzr6	cornifelin homolog A-like [Source:NCBI gene;Acc:102693070]	7918	6	1	1
228786	ENSLOCG00000013238	bmp6	bone morphogenetic protein 6 [Source:NCBI gene;Acc:102690416]	7918	6	1	1
228787	ENSLOCG00000013239	zgc:171844	uncharacterized protein C16orf45 homolog [Source:NCBI gene;Acc:102696198]	7918	6	1	1
228788	ENSLOCG00000013240	fxr2	fragile X mental retardation, autosomal homolog 2 [Source:ZFIN;Acc:ZDB-GENE-040426-943]	7918	6	1	1
228789	ENSLOCG00000013241	myef2	myelin expression factor 2 [Source:NCBI gene;Acc:102684986]	7918	6	1	1
228790	ENSLOCG00000013242	golga5	golgin A5 [Source:NCBI gene;Acc:102694549]	7918	6	1	1
228791	ENSLOCG00000013243	zgc:101569	zgc:101569 [Source:ZFIN;Acc:ZDB-GENE-041010-72]	7918	6	1	1
228792	ENSLOCG00000013244	mfsd6l	major facilitator superfamily domain containing 6-like [Source:NCBI gene;Acc:445192]	7918	6	1	1
228793	ENSLOCG00000013245	crhr1	corticotropin-releasing factor receptor 1 [Source:NCBI gene;Acc:102695551]	7918	6	1	1
228794	ENSLOCG00000013246		prostaglandin D2 receptor 2-like [Source:NCBI gene;Acc:102693478]	7918	6	1	1
228795	ENSLOCG00000013247	MPDZ	multiple PDZ domain crumbs cell polarity complex component [Source:NCBI gene;Acc:102683920]	7918	6	1	1
228796	ENSLOCG00000013248	pik3r6b	phosphoinositide-3-kinase, regulatory subunit 6b [Source:ZFIN;Acc:ZDB-GENE-120524-1]	7918	6	1	1
228797	ENSLOCG00000013249	pdcd6	programmed cell death 6 [Source:NCBI gene;Acc:102690617]	7918	6	1	1
228798	ENSLOCG00000013250	si:dkey-165a24.9	si:dkey-165a24.9 [Source:ZFIN;Acc:ZDB-GENE-141209-1]	7918	6	1	1
228799	ENSLOCG00000013251	slmapa	sarcolemma associated protein [Source:NCBI gene;Acc:102694008]	7918	6	1	1
228800	ENSLOCG00000013252	lgmn	legumain [Source:NCBI gene;Acc:102683803]	7918	6	1	1
228801	ENSLOCG00000013253		cornifelin homolog [Source:NCBI gene;Acc:102693873]	7918	6	1	1
228802	ENSLOCG00000013254	pik3r5	phosphoinositide-3-kinase regulatory subunit 5 [Source:NCBI gene;Acc:102697044]	7918	6	1	1
228803	ENSLOCG00000013255	slc24a5	solute carrier family 24 member 5 [Source:NCBI gene;Acc:102685182]	7918	6	1	1
228804	ENSLOCG00000013256	pigm	phosphatidylinositol glycan anchor biosynthesis class M [Source:NCBI gene;Acc:102694952]	7918	6	1	1
228805	ENSLOCG00000013257	itga2b	integrin subunit alpha 2b [Source:NCBI gene;Acc:102688191]	7918	6	1	1
228806	ENSLOCG00000013258	ponzr3	cornifelin homolog B-like [Source:NCBI gene;Acc:102694073]	7918	6	1	1
228807	ENSLOCG00000013259	sema6dl	semaphorin 6D [Source:NCBI gene;Acc:102691531]	7918	6	1	1
228808	ENSLOCG00000013260		plac8 onzin related protein 2 [Source:ZFIN;Acc:ZDB-GENE-050411-41]	7918	6	1	1
228809	ENSLOCG00000013261	exoc3	exocyst complex component 3 [Source:NCBI gene;Acc:102695153]	7918	6	1	1
228810	ENSLOCG00000013262	LURAP1L	leucine rich adaptor protein 1 like [Source:NCBI gene;Acc:102694996]	7918	6	1	1
228811	ENSLOCG00000013263		cornifelin homolog A-like [Source:NCBI gene;Acc:102694464]	7918	6	1	1
228812	ENSLOCG00000013264	tyrp1a	tyrosinase related protein 1 [Source:NCBI gene;Acc:102695194]	7918	6	1	1
228813	ENSLOCG00000013265	dennd6aa	DENN domain containing 6A [Source:NCBI gene;Acc:102682565]	7918	6	1	1
228814	ENSLOCG00000013266			7918	6	1	1
228815	ENSLOCG00000013267	nusap1	nucleolar and spindle associated protein 1 [Source:NCBI gene;Acc:567446]	7918	6	1	1
228816	ENSLOCG00000013268			7918	6	1	1
228817	ENSLOCG00000013269	ntn1b	netrin 1 [Source:NCBI gene;Acc:102696392]	7918	6	1	1
228818	ENSLOCG00000013270	ARF4	ADP ribosylation factor 4 [Source:NCBI gene;Acc:102694211]	7918	6	1	1
228819	ENSLOCG00000013271	ahrrb	aryl-hydrocarbon receptor repressor [Source:NCBI gene;Acc:102695346]	7918	6	1	1
228820	ENSLOCG00000013272	PTPRD	protein tyrosine phosphatase receptor type D [Source:NCBI gene;Acc:102695388]	7918	6	1	1
228821	ENSLOCG00000013273	dmxl2	Dmx like 2 [Source:NCBI gene;Acc:102691868]	7918	6	1	1
228822	ENSLOCG00000013274	slx1b	structure-specific endonuclease subunit slx1-like [Source:NCBI gene;Acc:102696624]	7918	6	1	1
228823	ENSLOCG00000013275	fam171a2b	family with sequence similarity 171 member A2b [Source:ZFIN;Acc:ZDB-GENE-161227-1]	7918	6	1	1
228824	ENSLOCG00000013276	ndufaf1	NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:NCBI gene;Acc:102684209]	7918	6	1	1
228825	ENSLOCG00000013277	pde12	phosphodiesterase 12 [Source:NCBI gene;Acc:102694543]	7918	6	1	1
228826	ENSLOCG00000013278	stx8	syntaxin 8 [Source:ZFIN;Acc:ZDB-GENE-040426-1360]	7918	6	1	1
228827	ENSLOCG00000013279	rtf1	RTF1 homolog, Paf1/RNA polymerase II complex component [Source:ZFIN;Acc:ZDB-GENE-030131-6778]	7918	6	1	1
228828	ENSLOCG00000013280	atp6ap1lb	ATPase H+ transporting accessory protein 1 like [Source:NCBI gene;Acc:102694742]	7918	6	1	1
228829	ENSLOCG00000013281	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6 [Source:HGNC Symbol;Acc:HGNC:26724]	7918	6	1	1
228830	ENSLOCG00000013282	BOLA2	bolA-like protein 2 [Source:NCBI gene;Acc:102696823]	7918	6	1	1
228831	ENSLOCG00000013283	slc25a39	solute carrier family 25 member 39 [Source:NCBI gene;Acc:102688608]	7918	6	1	1
228832	ENSLOCG00000013284	rps23	ribosomal protein S23 [Source:NCBI gene;Acc:102682768]	7918	6	1	1
228833	ENSLOCG00000013285		RBR-type E3 ubiquitin transferase	7918	6	1	1
228834	ENSLOCG00000013286		TBC1 domain family member 24-like [Source:NCBI gene;Acc:102697436]	7918	6	1	1
228835	ENSLOCG00000013287	dnah12	dynein, axonemal, heavy chain 12 [Source:ZFIN;Acc:ZDB-GENE-090311-9]	7918	6	1	1
228836	ENSLOCG00000013288		zinc finger protein 316-like [Source:NCBI gene;Acc:102683297]	7918	6	1	1
228837	ENSLOCG00000013289	mcm6l	maternal DNA replication licensing factor mcm6-like [Source:NCBI gene;Acc:102695737]	7918	6	1	1
228838	ENSLOCG00000013290	cfap52	cilia and flagella associated protein 52 [Source:NCBI gene;Acc:102697630]	7918	6	1	1
228839	ENSLOCG00000013291	ganc	glucosidase alpha, neutral C [Source:NCBI gene;Acc:102684404]	7918	6	1	1
228840	ENSLOCG00000013292		somatostatin-1-like [Source:NCBI gene;Acc:102697016]	7918	6	1	1
228841	ENSLOCG00000013293		LIM zinc-binding domain-containing protein	7918	6	1	1
228842	ENSLOCG00000013294			7918	6	1	1
228843	ENSLOCG00000013295	usp43b	ubiquitin specific peptidase 43 [Source:NCBI gene;Acc:102697823]	7918	6	1	1
228844	ENSLOCG00000013296	kat7b	lysine acetyltransferase 7 [Source:NCBI gene;Acc:102697321]	7918	6	1	1
228845	ENSLOCG00000013297	RAMP3	receptor activity modifying protein 3 [Source:NCBI gene;Acc:102690947]	7918	6	1	1
228846	ENSLOCG00000013298	bcl6b	BCL6B transcription repressor [Source:ZFIN;Acc:ZDB-GENE-120907-1]	7918	6	1	1
228847	ENSLOCG00000013299	gldn	gliomedin [Source:NCBI gene;Acc:102685384]	7918	6	1	1
228848	ENSLOCG00000013300	asb14a	ankyrin repeat and SOCS box containing 14 [Source:NCBI gene;Acc:102683175]	7918	6	1	1
228849	ENSLOCG00000013301	si:ch211-131k2.2	protachykinin-like [Source:NCBI gene;Acc:107079304]	7918	6	1	1
228850	ENSLOCG00000013302	slc16a13	solute carrier family 16 member 13 [Source:ZFIN;Acc:ZDB-GENE-120907-2]	7918	6	1	1
228851	ENSLOCG00000013303	HUS1	HUS1 checkpoint clamp component [Source:HGNC Symbol;Acc:HGNC:5309]	7918	6	1	1
228852	ENSLOCG00000013304	mchr1a	melanin-concentrating hormone receptor 1-like [Source:NCBI gene;Acc:102698023]	7918	6	1	1
228853	ENSLOCG00000013305	cyp19a1a	cytochrome P450, family 19, subfamily A, polypeptide 1a [Source:NCBI gene;Acc:30390]	7918	6	1	1
228854	ENSLOCG00000013306	hesx1	HESX homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-990415-130]	7918	6	1	1
228855	ENSLOCG00000013307	dlx4b	distal-less homeobox 4b [Source:NCBI gene;Acc:30581]	7918	6	1	1
228856	ENSLOCG00000013308	kdm4c	lysine demethylase 4C [Source:NCBI gene;Acc:102684122]	7918	6	1	1
228857	ENSLOCG00000013309	acap1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1 [Source:ZFIN;Acc:ZDB-GENE-070112-1242]	7918	6	1	1
228858	ENSLOCG00000013310	grb2b	growth factor receptor bound protein 2 [Source:NCBI gene;Acc:102696581]	7918	6	1	1
228859	ENSLOCG00000013311		transmembrane protein 87A [Source:NCBI gene;Acc:102684604]	7918	6	1	1
228860	ENSLOCG00000013312	dlx3b	distal-less homeobox 3 [Source:NCBI gene;Acc:102698238]	7918	6	1	1
228861	ENSLOCG00000013313			7918	6	1	1
228862	ENSLOCG00000013314	tnfaip8l3	TNF alpha induced protein 8 like 3 [Source:NCBI gene;Acc:102692332]	7918	6	1	1
228863	ENSLOCG00000013315	itga3a	integrin subunit alpha 3 [Source:NCBI gene;Acc:102689009]	7918	6	1	1
228864	ENSLOCG00000013316	slc25a19	solute carrier family 25 member 19 [Source:NCBI gene;Acc:102698224]	7918	6	1	1
228865	ENSLOCG00000013317	HESX1	HESX homeobox 1 [Source:NCBI gene;Acc:102683377]	7918	6	1	1
228866	ENSLOCG00000013318	ap4e1	adaptor related protein complex 4 subunit epsilon 1 [Source:ZFIN;Acc:ZDB-GENE-061221-3]	7918	6	1	1
228867	ENSLOCG00000013319	pdia4	protein disulfide isomerase family A member 4 [Source:NCBI gene;Acc:102691145]	7918	6	1	1
228868	ENSLOCG00000013320	il17rd	interleukin 17 receptor D [Source:NCBI gene;Acc:102683586]	7918	6	1	1
228869	ENSLOCG00000013321		Arf-GAP domain-containing protein	7918	6	1	1
228870	ENSLOCG00000013322	mif4gda	MIF4G domain containing [Source:NCBI gene;Acc:102696919]	7918	6	1	1
228871	ENSLOCG00000013323	scg3	secretogranin III [Source:NCBI gene;Acc:102692740]	7918	6	1	1
228872	ENSLOCG00000013324	ecpas	Ecm29 proteasome adaptor and scaffold [Source:ZFIN;Acc:ZDB-GENE-061207-66]	7918	6	1	1
228873	ENSLOCG00000013325	vps39	VPS39 subunit of HOPS complex [Source:NCBI gene;Acc:102684799]	7918	6	1	1
228874	ENSLOCG00000013326	mrps7	mitochondrial ribosomal protein S7 [Source:NCBI gene;Acc:102697107]	7918	6	1	1
228875	ENSLOCG00000013327	si:ch211-162k9.5	si:ch211-162k9.5 [Source:ZFIN;Acc:ZDB-GENE-131121-243]	7918	6	1	1
228876	ENSLOCG00000013328	arhgef3	Rho guanine nucleotide exchange factor 3 [Source:NCBI gene;Acc:102683798]	7918	6	1	1
228877	ENSLOCG00000013329	ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:NCBI gene;Acc:102691488]	7918	6	1	1
228878	ENSLOCG00000013330	lysmd2	LysM domain containing 2 [Source:NCBI gene;Acc:102685999]	7918	6	1	1
228879	ENSLOCG00000013331	gga3a	golgi associated, gamma adaptin ear containing, ARF binding protein 3a [Source:ZFIN;Acc:ZDB-GENE-041111-218]	7918	6	1	1
228880	ENSLOCG00000013332	tmem107l	transmembrane protein 107 like [Source:ZFIN;Acc:ZDB-GENE-090313-269]	7918	6	1	1
228881	ENSLOCG00000013333	aurkb	aurora kinase B [Source:NCBI gene;Acc:102684906]	7918	6	1	1
228882	ENSLOCG00000013334	tmod2	tropomodulin-3-like [Source:NCBI gene;Acc:102692938]	7918	6	1	1
228883	ENSLOCG00000013335	tbx21	T-box transcription factor 21 [Source:ZFIN;Acc:ZDB-GENE-080104-3]	7918	6	1	1
228884	ENSLOCG00000013336	galnt16	polypeptide N-acetylgalactosaminyltransferase 16 [Source:NCBI gene;Acc:102684998]	7918	6	1	1
228885	ENSLOCG00000013337	VAMP2	vesicle associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:12643]	7918	6	1	1
228886	ENSLOCG00000013338	smc2	structural maintenance of chromosomes 2 [Source:NCBI gene;Acc:102684520]	7918	6	1	1
228887	ENSLOCG00000013339	cul1b	cullin 1 [Source:NCBI gene;Acc:102692217]	7918	6	1	1
228888	ENSLOCG00000013340	tasora	transcription activation suppressor a [Source:ZFIN;Acc:ZDB-GENE-030131-6444]	7918	6	1	1
228889	ENSLOCG00000013341	numb	NUMB endocytic adaptor protein [Source:NCBI gene;Acc:102695145]	7918	6	1	1
228890	ENSLOCG00000013342	nup85	nucleoporin 85 [Source:NCBI gene;Acc:102698636]	7918	6	1	1
228891	ENSLOCG00000013343	tbkbp1	TBK1 binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-100203-1]	7918	6	1	1
228892	ENSLOCG00000013344	per1a	period circadian regulator 1 [Source:NCBI gene;Acc:102685303]	7918	6	1	1
228893	ENSLOCG00000013345		TIR domain-containing protein	7918	6	1	1
228894	ENSLOCG00000013346	paplna	papilin a, proteoglycan-like sulfated glycoprotein [Source:ZFIN;Acc:ZDB-GENE-070815-4]	7918	6	1	1
228895	ENSLOCG00000013347		LEO1 homolog, Paf1/RNA polymerase II complex component [Source:NCBI gene;Acc:102686199]	7918	6	1	1
228896	ENSLOCG00000013348	CCDC66	coiled-coil domain containing 66 [Source:HGNC Symbol;Acc:HGNC:27709]	7918	6	1	1
228897	ENSLOCG00000013349	pdk2a	pyruvate dehydrogenase kinase, isozyme 2a [Source:ZFIN;Acc:ZDB-GENE-120910-1]	7918	6	1	1
228898	ENSLOCG00000013350	CXCL8	interleukin-8-like [Source:NCBI gene;Acc:102684715]	7918	6	1	1
228899	ENSLOCG00000013351	mapk6	mitogen-activated protein kinase 6 [Source:NCBI gene;Acc:102693139]	7918	6	1	1
228900	ENSLOCG00000013352	CXCL8	interleukin-8-like [Source:NCBI gene;Acc:107077132]	7918	6	1	1
228901	ENSLOCG00000013353	cntnap2b	contactin associated protein like 2 [Source:NCBI gene;Acc:102696331]	7918	6	1	1
228902	ENSLOCG00000013354	osbpl7	oxysterol binding protein-like 7 [Source:ZFIN;Acc:ZDB-GENE-041010-212]	7918	6	1	1
228903	ENSLOCG00000013355	gnb5b	G protein subunit beta 5 [Source:NCBI gene;Acc:102686407]	7918	6	1	1
228904	ENSLOCG00000013356	CXCL8	Interleukin-8	7918	6	1	1
228905	ENSLOCG00000013357	psen1	presenilin 1 [Source:NCBI gene;Acc:102685395]	7918	6	1	1
228906	ENSLOCG00000013358	sumo2b	small ubiquitin like modifier 2 [Source:NCBI gene;Acc:102697309]	7918	6	1	1
228907	ENSLOCG00000013359	CXCL8	Interleukin-8	7918	6	1	1
228908	ENSLOCG00000013360	ip6k1	inositol hexakisphosphate kinase 1 [Source:ZFIN;Acc:ZDB-GENE-110317-2]	7918	6	1	1
228909	ENSLOCG00000013361	pcolcea	procollagen C-endopeptidase enhancer a [Source:ZFIN;Acc:ZDB-GENE-041014-370]	7918	6	1	1
228910	ENSLOCG00000013362	myo5c	myosin VC [Source:NCBI gene;Acc:102693543]	7918	6	1	1
228911	ENSLOCG00000013363	gmppb	GDP-mannose pyrophosphorylase B [Source:NCBI gene;Acc:102695331]	7918	6	1	1
228912	ENSLOCG00000013364	jpt1b	Jupiter microtubule associated homolog 1 [Source:NCBI gene;Acc:102698839]	7918	6	1	1
228913	ENSLOCG00000013365	erh	ERH mRNA splicing and mitosis factor [Source:NCBI gene;Acc:102685603]	7918	6	1	1
228914	ENSLOCG00000013366	svep1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:NCBI gene;Acc:102685314]	7918	6	1	1
228915	ENSLOCG00000013367	PAQR9	progestin and adipoQ receptor family member 9 [Source:HGNC Symbol;Acc:HGNC:30131]	7918	6	1	1
228916	ENSLOCG00000013368		CD276 antigen homolog [Source:NCBI gene;Acc:107078539]	7918	6	1	1
228917	ENSLOCG00000013369	FBXO24	F-box protein 24 [Source:HGNC Symbol;Acc:HGNC:13595]	7918	6	1	1
228918	ENSLOCG00000013370	si:ch211-168d23.3	si:ch211-168d23.3 [Source:ZFIN;Acc:ZDB-GENE-131127-572]	7918	6	1	1
228919	ENSLOCG00000013371	sept9a	septin-9-like [Source:NCBI gene;Acc:102697629]	7918	6	1	1
228920	ENSLOCG00000013372	lrch4	leucine-rich repeats and calponin homology (CH) domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-060503-749]	7918	6	1	1
228921	ENSLOCG00000013373	rnf123	ring finger protein 123 [Source:ZFIN;Acc:ZDB-GENE-050208-529]	7918	6	1	1
228922	ENSLOCG00000013374	myo5aa	cAMP regulated phosphoprotein 19 [Source:NCBI gene;Acc:102693743]	7918	6	1	1
228923	ENSLOCG00000013375	dnah2	dynein, axonemal, heavy chain 2 [Source:ZFIN;Acc:ZDB-GENE-130530-910]	7918	6	1	1
228924	ENSLOCG00000013376	exd2	exonuclease 3'-5' domain containing 2 [Source:NCBI gene;Acc:102695465]	7918	6	1	1
228925	ENSLOCG00000013377	tnrc6c1	trinucleotide repeat containing adaptor 6C [Source:NCBI gene;Acc:102699036]	7918	6	1	1
228926	ENSLOCG00000013378		TERF2 interacting protein [Source:NCBI gene;Acc:102684399]	7918	6	1	1
228927	ENSLOCG00000013379		Ig-like domain-containing protein	7918	6	1	1
228928	ENSLOCG00000013380	lmcd1	LIM and cysteine rich domains 1 [Source:NCBI gene;Acc:102684597]	7918	6	1	1
228929	ENSLOCG00000013381		Ig-like domain-containing protein	7918	6	1	1
228930	ENSLOCG00000013382	GRM7	glutamate metabotropic receptor 7 [Source:NCBI gene;Acc:102684792]	7918	6	1	1
228931	ENSLOCG00000013383		Ig-like domain-containing protein	7918	6	1	1
228932	ENSLOCG00000013384		Ig-like domain-containing protein	7918	6	1	1
228933	ENSLOCG00000013385	mrpl10	mitochondrial ribosomal protein L10 [Source:NCBI gene;Acc:541330]	7918	6	1	1
228934	ENSLOCG00000013386		Ig-like domain-containing protein	7918	6	1	1
228935	ENSLOCG00000013387	pnpo	pyridoxamine 5'-phosphate oxidase [Source:NCBI gene;Acc:102698652]	7918	6	1	1
228936	ENSLOCG00000013388	txn	thioredoxin [Source:ZFIN;Acc:ZDB-GENE-040718-162]	7918	6	1	1
228937	ENSLOCG00000013389		Ig-like domain-containing protein	7918	6	1	1
228938	ENSLOCG00000013390			7918	6	1	1
228939	ENSLOCG00000013391	si:dkey-11k2.7	si:dkey-11k2.7 [Source:ZFIN;Acc:ZDB-GENE-160728-22]	7918	6	1	1
228940	ENSLOCG00000013392			7918	6	1	1
228941	ENSLOCG00000013393	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B [Source:NCBI gene;Acc:102697822]	7918	6	1	1
228942	ENSLOCG00000013394	cdk5rap3	CDK5 regulatory subunit associated protein 3 [Source:NCBI gene;Acc:102690025]	7918	6	1	1
228943	ENSLOCG00000013395	nicn1	nicolin 1 [Source:NCBI gene;Acc:102695916]	7918	6	1	1
228944	ENSLOCG00000013396		atrial natriuretic peptide receptor 2-like [Source:NCBI gene;Acc:102685925]	7918	6	1	1
228945	ENSLOCG00000013397		Ig-like domain-containing protein	7918	6	1	1
228946	ENSLOCG00000013398			7918	6	1	1
228947	ENSLOCG00000013399	dag1	dystroglycan 1 [Source:NCBI gene;Acc:102684992]	7918	6	1	1
228948	ENSLOCG00000013400	tpk1	thiamin pyrophosphokinase 1 [Source:ZFIN;Acc:ZDB-GENE-041010-176]	7918	6	1	1
228949	ENSLOCG00000013401		Ig-like domain-containing protein	7918	6	1	1
228950	ENSLOCG00000013402	pcbp4	poly(rC)-binding protein 4-like [Source:NCBI gene;Acc:102696117]	7918	6	1	1
228951	ENSLOCG00000013403	copz2	coatomer protein complex subunit zeta 2 [Source:NCBI gene;Acc:102698852]	7918	6	1	1
228952	ENSLOCG00000013404			7918	6	1	1
228953	ENSLOCG00000013405	sec61g	SEC61 translocon gamma subunit [Source:NCBI gene;Acc:107078307]	7918	6	1	1
228954	ENSLOCG00000013406	SEC14L1	SEC14-like protein 1 [Source:NCBI gene;Acc:102698022]	7918	6	1	1
228955	ENSLOCG00000013407	fam214a	family with sequence similarity 214 member A [Source:NCBI gene;Acc:102686812]	7918	6	1	1
228956	ENSLOCG00000013408	si:dkey-94e7.2	retinol dehydrogenase 12-like [Source:NCBI gene;Acc:102692624]	7918	6	1	1
228957	ENSLOCG00000013409	rbm15b	RNA binding motif protein 15B [Source:NCBI gene;Acc:102685188]	7918	6	1	1
228958	ENSLOCG00000013410			7918	6	1	1
228959	ENSLOCG00000013411	nfe2l1a	nuclear factor, erythroid 2 like 1 [Source:HGNC Symbol;Acc:HGNC:7781]	7918	6	1	1
228960	ENSLOCG00000013412	ndufb6	NADH:ubiquinone oxidoreductase subunit B6 [Source:NCBI gene;Acc:102695779]	7918	6	1	1
228961	ENSLOCG00000013413	manf	mesencephalic astrocyte derived neurotrophic factor [Source:NCBI gene;Acc:102696317]	7918	6	1	1
228962	ENSLOCG00000013414	ENDOV	endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]	7918	6	1	1
228963	ENSLOCG00000013415	onecut1	one cut homeobox 1 [Source:NCBI gene;Acc:102693940]	7918	6	1	1
228964	ENSLOCG00000013416	dock3	dedicator of cytokinesis 3 [Source:ZFIN;Acc:ZDB-GENE-100624-1]	7918	6	1	1
228965	ENSLOCG00000013417	cbx1b	chromobox homolog 1b (HP1 beta homolog Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040625-68]	7918	6	1	1
228966	ENSLOCG00000013418	WDR72	WD repeat domain 72 [Source:HGNC Symbol;Acc:HGNC:26790]	7918	6	1	1
228967	ENSLOCG00000013419	NPTX1	neuronal pentraxin 1 [Source:NCBI gene;Acc:102698223]	7918	6	1	1
228968	ENSLOCG00000013420			7918	6	1	1
228969	ENSLOCG00000013421			7918	6	1	1
228970	ENSLOCG00000013422	DDX58	DExD/H-box helicase 58 [Source:NCBI gene;Acc:102686328]	7918	6	1	1
228971	ENSLOCG00000013423	snx11	sorting nexin 11 [Source:NCBI gene;Acc:102690632]	7918	6	1	1
228972	ENSLOCG00000013424	serpinh2	serpin H1-like [Source:NCBI gene;Acc:102686927]	7918	6	1	1
228973	ENSLOCG00000013425	rptor	regulatory associated protein of MTOR, complex 1 [Source:ZFIN;Acc:ZDB-GENE-130530-685]	7918	6	1	1
228974	ENSLOCG00000013426	mtap	methylthioadenosine phosphorylase [Source:NCBI gene;Acc:102695976]	7918	6	1	1
228975	ENSLOCG00000013427	skap1	src kinase associated phosphoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-090721-1]	7918	6	1	1
228976	ENSLOCG00000013428	capn3b	calpain 3 [Source:NCBI gene;Acc:102695785]	7918	6	1	1
