9986	9031	9606	9544	10116	10090
ENSOCUG00000012082	ENSGALG00000003652	ENSG00000138138	ENSMMUG00000006414	ENSRNOG00000010861	ENSMUSG00000013662
ENSOCUG00000012087	ENSGALG00000016674	ENSG00000096093	ENSMMUG00000013716	ENSRNOG00000042729	ENSMUSG00000041809
ENSOCUG00000012088	ENSGALG00000009302	ENSG00000170370	ENSMMUG00000060255	ENSRNOG00000009482	ENSMUSG00000043969
ENSOCUG00000012089	ENSGALG00000040161	ENSG00000136197	ENSMMUG00000022449	ENSRNOG00000015523	ENSMUSG00000039182
ENSOCUG00000012090	ENSGALG00000003476	ENSG00000178607	ENSMMUG00000015185	ENSRNOG00000012864	ENSMUSG00000020715
ENSOCUG00000012093	ENSGALG00000038582	ENSG00000123643	ENSMMUG00000003499	ENSRNOG00000012356	ENSMUSG00000020261
ENSOCUG00000012094	ENSGALG00000016673	ENSG00000065308	ENSMMUG00000013718	ENSRNOG00000013046	ENSMUSG00000041779
ENSOCUG00000012096	ENSGALG00000000189	ENSG00000047188	ENSMMUG00000001376	ENSRNOG00000039241	ENSMUSG00000034653
ENSOCUG00000012099	ENSGALG00000014031	ENSG00000205707	ENSMMUG00000042111	ENSRNOG00000063524	ENSMUSG00000040370
ENSOCUG00000012101	ENSGALG00000039206	ENSG00000196843	ENSMMUG00000030744	ENSRNOG00000015382	ENSMUSG00000037447
ENSOCUG00000012103	ENSGALG00000004320	ENSG00000086570	ENSMMUG00000003497	ENSRNOG00000012575	ENSMUSG00000055333
ENSOCUG00000012109	ENSGALG00000036743	ENSG00000128268	ENSMMUG00000052578	ENSRNOG00000017434	ENSMUSG00000042428
ENSOCUG00000012115	ENSGALG00000039200	ENSG00000168646	ENSMMUG00000060015	ENSRNOG00000055010	ENSMUSG00000000142
ENSOCUG00000012117	ENSGALG00000015804	ENSG00000198862	ENSMMUG00000015728	ENSRNOG00000001602	ENSMUSG00000052299
ENSOCUG00000012118	ENSGALG00000005252	ENSG00000181656	ENSMMUG00000055443	ENSRNOG00000026953	ENSMUSG00000068696
ENSOCUG00000012120	ENSGALG00000004184	ENSG00000113140	ENSMMUG00000053367	ENSRNOG00000012840	ENSMUSG00000018593
ENSOCUG00000012121	ENSGALG00000002612	ENSG00000163714	ENSMMUG00000002775	ENSRNOG00000008607	ENSMUSG00000032407
ENSOCUG00000012123	ENSGALG00000004176	ENSG00000177556	ENSMMUG00000054302	ENSRNOG00000013118	ENSMUSG00000018585
ENSOCUG00000012125	ENSGALG00000032028	ENSG00000180440	ENSMMUG00000057607	ENSRNOG00000014046	ENSMUSG00000056306
ENSOCUG00000012126	ENSGALG00000009835	ENSG00000184575	ENSMMUG00000007659	ENSRNOG00000007088	ENSMUSG00000034667
ENSOCUG00000012130	ENSGALG00000012889	ENSG00000141664	ENSMMUG00000004434	ENSRNOG00000002882	ENSMUSG00000038866
ENSOCUG00000012132	ENSGALG00000034507	ENSG00000175040	ENSMMUG00000002779	ENSRNOG00000047734	ENSMUSG00000033350
ENSOCUG00000012136	ENSGALG00000009840	ENSG00000183735	ENSMMUG00000007658	ENSRNOG00000005528	ENSMUSG00000020115
ENSOCUG00000012137	ENSGALG00000036005	ENSG00000146426	ENSMMUG00000011169	ENSRNOG00000016728	ENSMUSG00000023800
ENSOCUG00000012142	ENSGALG00000006372	ENSG00000184863	ENSMMUG00000007351	ENSRNOG00000006718	ENSMUSG00000048271
ENSOCUG00000012143	ENSGALG00000037655	ENSG00000116128	ENSMMUG00000016786	ENSRNOG00000017516	ENSMUSG00000038256
ENSOCUG00000012148	ENSGALG00000008294	ENSG00000150995	ENSMMUG00000012574	ENSRNOG00000007104	ENSMUSG00000030102
ENSOCUG00000012152	ENSGALG00000044383	ENSG00000143384	ENSMMUG00000053525	ENSRNOG00000063678	ENSMUSG00000038612
ENSOCUG00000012154	ENSGALG00000013647	ENSG00000029639	ENSMMUG00000011171	ENSRNOG00000056223	ENSMUSG00000036983
ENSOCUG00000012155	ENSGALG00000014681	ENSG00000175426	ENSMMUG00000005134	ENSRNOG00000011107	ENSMUSG00000021587
ENSOCUG00000012156	ENSGALG00000009287	ENSG00000115966	ENSMMUG00000003947	ENSRNOG00000001597	ENSMUSG00000027104
ENSOCUG00000012157	ENSGALG00000016400	ENSG00000134321	ENSMMUG00000015969	ENSRNOG00000007539	ENSMUSG00000020641
ENSOCUG00000012159	ENSGALG00000002312	ENSG00000181291	ENSMMUG00000012977	ENSRNOG00000007455	ENSMUSG00000020701
ENSOCUG00000012160	ENSGALG00000014703	ENSG00000164244	ENSMMUG00000008202	ENSRNOG00000016433	ENSMUSG00000024594
ENSOCUG00000012163	ENSGALG00000006225	ENSG00000140598	ENSMMUG00000023353	ENSRNOG00000032723	ENSMUSG00000038563
ENSOCUG00000012166	ENSGALG00000032658	ENSG00000184922	ENSMMUG00000007859	ENSRNOG00000003207	ENSMUSG00000055805
ENSOCUG00000012170	ENSGALG00000015021	ENSG00000164325	ENSMMUG00000021099	ENSRNOG00000015472	ENSMUSG00000046082
ENSOCUG00000012172	ENSGALG00000006119	ENSG00000188659	ENSMMUG00000018998	ENSRNOG00000026296	ENSMUSG00000038570
ENSOCUG00000012173	ENSGALG00000037787	ENSG00000116604	ENSMMUG00000016696	ENSRNOG00000031778	ENSMUSG00000001419
ENSOCUG00000012174	ENSGALG00000040060	ENSG00000106459	ENSMMUG00000041919	ENSRNOG00000008752	ENSMUSG00000058440
ENSOCUG00000012175	ENSGALG00000000816	ENSG00000266028	ENSMMUG00000022614	ENSRNOG00000006733	ENSMUSG00000026425
ENSOCUG00000012177	ENSGALG00000049193	ENSG00000183856	ENSMMUG00000002621	ENSRNOG00000027894	ENSMUSG00000028068
ENSOCUG00000012180	ENSGALG00000012356	ENSG00000055208	ENSMMUG00000014995	ENSRNOG00000016054	ENSMUSG00000015755
ENSOCUG00000012181	ENSGALG00000004696	ENSG00000166477	ENSMMUG00000002346	ENSRNOG00000010116	ENSMUSG00000042487
ENSOCUG00000012182	ENSGALG00000006836	ENSG00000124104	ENSMMUG00000023515	ENSRNOG00000064429	ENSMUSG00000050373
ENSOCUG00000012184	ENSGALG00000015737	ENSG00000154654	ENSMMUG00000004300	ENSRNOG00000002126	ENSMUSG00000022762
ENSOCUG00000012185	ENSGALG00000013771	ENSG00000109265	ENSMMUG00000016358	ENSRNOG00000002139	ENSMUSG00000036377
ENSOCUG00000012187	ENSGALG00000006842	ENSG00000101473	ENSMMUG00000012510	ENSRNOG00000015187	ENSMUSG00000017307
ENSOCUG00000012189	ENSGALG00000031448	ENSG00000069956	ENSMMUG00000029652	ENSRNOG00000009381	ENSMUSG00000042688
ENSOCUG00000012190	ENSGALG00000006848	ENSG00000132801	ENSMMUG00000051201	ENSRNOG00000015525	ENSMUSG00000045822
ENSOCUG00000012191	ENSGALG00000003370	ENSG00000122203	ENSMMUG00000003921	ENSRNOG00000017133	ENSMUSG00000025871
ENSOCUG00000012192	ENSGALG00000013764	ENSG00000157426	ENSMMUG00000016360	ENSRNOG00000002137	ENSMUSG00000055923
ENSOCUG00000012196	ENSGALG00000021696	ENSG00000146755	ENSMMUG00000022778	ENSRNOG00000022483	ENSMUSG00000053388
ENSOCUG00000012197	ENSGALG00000053254	ENSG00000113790	ENSMMUG00000053997	ENSRNOG00000001770	ENSMUSG00000022853
ENSOCUG00000012201	ENSGALG00000013728	ENSG00000128059	ENSMMUG00000016362	ENSRNOG00000002128	ENSMUSG00000029246
ENSOCUG00000012203	ENSGALG00000005379	ENSG00000167037	ENSMMUG00000010839	ENSRNOG00000000708	ENSMUSG00000042216
ENSOCUG00000012206	ENSGALG00000006404	ENSG00000145833	ENSMMUG00000012463	ENSRNOG00000021637	ENSMUSG00000021500
ENSOCUG00000012213	ENSGALG00000009722	ENSG00000158560	ENSMMUG00000005915	ENSRNOG00000009700	ENSMUSG00000029757
ENSOCUG00000012215	ENSGALG00000004660	ENSG00000167723	ENSMMUG00000038311	ENSRNOG00000019606	ENSMUSG00000043029
ENSOCUG00000012217	ENSGALG00000050840	ENSG00000154856	ENSMMUG00000056891	ENSRNOG00000043304	ENSMUSG00000071847
ENSOCUG00000012220	ENSGALG00000006371	ENSG00000181904	ENSMMUG00000004013	ENSRNOG00000063300	ENSMUSG00000045767
ENSOCUG00000012222	ENSGALG00000013932	ENSG00000134265	ENSMMUG00000054422	ENSRNOG00000018914	ENSMUSG00000024581
ENSOCUG00000012225	ENSGALG00000008798	ENSG00000165724	ENSMMUG00000019610	ENSRNOG00000007752	ENSMUSG00000026974
ENSOCUG00000012226	ENSGALG00000011403	ENSG00000174780	ENSMMUG00000016368	ENSRNOG00000002100	ENSMUSG00000036323
ENSOCUG00000012227	ENSGALG00000013748	ENSG00000150637	ENSMMUG00000052693	ENSRNOG00000038197	ENSMUSG00000034028
ENSOCUG00000012228	ENSGALG00000004649	ENSG00000196689	ENSMMUG00000000711	ENSRNOG00000019486	ENSMUSG00000005952
ENSOCUG00000012229	ENSGALG00000032980	ENSG00000116544	ENSMMUG00000004998	ENSRNOG00000014302	ENSMUSG00000042388
ENSOCUG00000012232	ENSGALG00000029528	ENSG00000183853	ENSMMUG00000003191	ENSRNOG00000016408	ENSMUSG00000041734
ENSOCUG00000012233	ENSGALG00000040504	ENSG00000099998	ENSMMUG00000005980	ENSRNOG00000062276	ENSMUSG00000006344
ENSOCUG00000012238	ENSGALG00000014337	ENSG00000174145	ENSMMUG00000003676	ENSRNOG00000051837	ENSMUSG00000090061
ENSOCUG00000012240	ENSGALG00000003980	ENSG00000132321	ENSMMUG00000017404	ENSRNOG00000019592	ENSMUSG00000026301
ENSOCUG00000012241	ENSGALG00000011209	ENSG00000196405	ENSMMUG00000015434	ENSRNOG00000014476	ENSMUSG00000021262
ENSOCUG00000012244	ENSGALG00000015090	ENSG00000147872	ENSMMUG00000013997	ENSRNOG00000007060	ENSMUSG00000028494
ENSOCUG00000012248	ENSGALG00000041764	ENSG00000170419	ENSMMUG00000001308	ENSRNOG00000005180	ENSMUSG00000048834
ENSOCUG00000012252	ENSGALG00000041791	ENSG00000130226	ENSMMUG00000006328	ENSRNOG00000030547	ENSMUSG00000061576
ENSOCUG00000012254	ENSGALG00000030902	ENSG00000019549	ENSMMUG00000016195	ENSRNOG00000047699	ENSMUSG00000022676
ENSOCUG00000012256	ENSGALG00000017044	ENSG00000133107	ENSMMUG00000030786	ENSRNOG00000011133	ENSMUSG00000027748
ENSOCUG00000012258	ENSGALG00000005442	ENSG00000099260	ENSMMUG00000016335	ENSRNOG00000058609	ENSMUSG00000033377
ENSOCUG00000012259	ENSGALG00000035182	ENSG00000174600	ENSMMUG00000042320	ENSRNOG00000000704	ENSMUSG00000042190
ENSOCUG00000012261	ENSGALG00000005105	ENSG00000047410	ENSMMUG00000009081	ENSRNOG00000002394	ENSMUSG00000006005
ENSOCUG00000012264	ENSGALG00000009641	ENSG00000164692	ENSMMUG00000039654	ENSRNOG00000011292	ENSMUSG00000029661
ENSOCUG00000012267	ENSGALG00000012056	ENSG00000100351	ENSMMUG00000004880	ENSRNOG00000018316	ENSMUSG00000042351
ENSOCUG00000012272	ENSGALG00000003324	ENSG00000116132	ENSMMUG00000050865	ENSRNOG00000003720	ENSMUSG00000026586
ENSOCUG00000012275	ENSGALG00000042476	ENSG00000151575	ENSMMUG00000019484	ENSRNOG00000059702	ENSMUSG00000090626
ENSOCUG00000012276	ENSGALG00000004035	ENSG00000108255	ENSMMUG00000012855	ENSRNOG00000008700	ENSMUSG00000000724
ENSOCUG00000012278	ENSGALG00000032882	ENSG00000166979	ENSMMUG00000048824	ENSRNOG00000002072	ENSMUSG00000039903
ENSOCUG00000012281	ENSGALG00000016431	ENSG00000196092	ENSMMUG00000019639	ENSRNOG00000024729	ENSMUSG00000014030
ENSOCUG00000012282	ENSGALG00000013893	ENSG00000138587	ENSMMUG00000019485	ENSRNOG00000057867	ENSMUSG00000032221
ENSOCUG00000012283	ENSGALG00000041222	ENSG00000167910	ENSMMUG00000006543	ENSRNOG00000009488	ENSMUSG00000028240
ENSOCUG00000012286	ENSGALG00000005537	ENSG00000239388	ENSMMUG00000021008	ENSRNOG00000013346	ENSMUSG00000021898
ENSOCUG00000012288	ENSGALG00000030051	ENSG00000100038	ENSMMUG00000014487	ENSRNOG00000001845	ENSMUSG00000022779
ENSOCUG00000012289	ENSGALG00000008174	ENSG00000099810	ENSMMUG00000001137	ENSRNOG00000006615	ENSMUSG00000062937
ENSOCUG00000012291	ENSGALG00000006113	ENSG00000162664	ENSMMUG00000003442	ENSRNOG00000047761	ENSMUSG00000029290
ENSOCUG00000012292	ENSGALG00000009653	ENSG00000127995	ENSMMUG00000016393	ENSRNOG00000047453	ENSMUSG00000015189
ENSOCUG00000012295	ENSGALG00000047289	ENSG00000183578	ENSMMUG00000001388	ENSRNOG00000024230	ENSMUSG00000074345
ENSOCUG00000012296	ENSGALG00000001529	ENSG00000151500	ENSMMUG00000007103	ENSRNOG00000047053	ENSMUSG00000035443
ENSOCUG00000012298	ENSGALG00000004767	ENSG00000136811	ENSMMUG00000005987	ENSRNOG00000014584	ENSMUSG00000026790
ENSOCUG00000012301	ENSGALG00000006385	ENSG00000163960	ENSMMUG00000019100	ENSRNOG00000046969	ENSMUSG00000053774
ENSOCUG00000012302	ENSGALG00000000972	ENSG00000167081	ENSMMUG00000013763	ENSRNOG00000022162	ENSMUSG00000038718
ENSOCUG00000012303	ENSGALG00000013294	ENSG00000137869	ENSMMUG00000002553	ENSRNOG00000000196	ENSMUSG00000032274
ENSOCUG00000012305	ENSGALG00000001557	ENSG00000151498	ENSMMUG00000007107	ENSRNOG00000048164	ENSMUSG00000031969
ENSOCUG00000012307	ENSGALG00000002421	ENSG00000122378	ENSMMUG00000021773	ENSRNOG00000011140	ENSMUSG00000021792
ENSOCUG00000012309	ENSGALG00000009670	ENSG00000127990	ENSMMUG00000016394	ENSRNOG00000046905	ENSMUSG00000004631
ENSOCUG00000012310	ENSGALG00000009925	ENSG00000057935	ENSMMUG00000020744	ENSRNOG00000004685	ENSMUSG00000055817
ENSOCUG00000012315	ENSGALG00000006392	ENSG00000163961	ENSMMUG00000004035	ENSRNOG00000043345	ENSMUSG00000014074
ENSOCUG00000012317	ENSGALG00000000868	ENSG00000137522	ENSMMUG00000007326	ENSRNOG00000020175	ENSMUSG00000070426
ENSOCUG00000012318	ENSGALG00000007489	ENSG00000119946	ENSMMUG00000010357	ENSRNOG00000016302	ENSMUSG00000025189
ENSOCUG00000012320	ENSGALG00000014776	ENSG00000092607	ENSMMUG00000009257	ENSRNOG00000019565	ENSMUSG00000027868
ENSOCUG00000012325	ENSGALG00000036452	ENSG00000108465	ENSMMUG00000004760	ENSRNOG00000048747	ENSMUSG00000018669
ENSOCUG00000012327	ENSGALG00000016995	ENSG00000136146	ENSMMUG00000017988	ENSRNOG00000017170	ENSMUSG00000022109
ENSOCUG00000012328	ENSGALG00000041977	ENSG00000133135	ENSMMUG00000021412	ENSRNOG00000055721	ENSMUSG00000031438
ENSOCUG00000012329	ENSGALG00000006408	ENSG00000163964	ENSMMUG00000003774	ENSRNOG00000033623	ENSMUSG00000023791
ENSOCUG00000012330	ENSGALG00000014772	ENSG00000116874	ENSMMUG00000041046	ENSRNOG00000019508	ENSMUSG00000004233
ENSOCUG00000012331	ENSGALG00000009249	ENSG00000159459	ENSMMUG00000006498	ENSRNOG00000037207	ENSMUSG00000027272
ENSOCUG00000012332	ENSGALG00000004719	ENSG00000197694	ENSMMUG00000009327	ENSRNOG00000015396	ENSMUSG00000057738
ENSOCUG00000012333	ENSGALG00000007484	ENSG00000120053	ENSMMUG00000010356	ENSRNOG00000016356	ENSMUSG00000025190
ENSOCUG00000012335	ENSGALG00000001258	ENSG00000137497	ENSMMUG00000007330	ENSRNOG00000000417	ENSMUSG00000066306
ENSOCUG00000012338	ENSGALG00000016231	ENSG00000215301	ENSMMUG00000017569	ENSRNOG00000023383	ENSMUSG00000000787
ENSOCUG00000012340	ENSGALG00000009040	ENSG00000133138	ENSMMUG00000021413	ENSRNOG00000054011	ENSMUSG00000042473
ENSOCUG00000012342	ENSGALG00000038469	ENSG00000164045	ENSMMUG00000020954	ENSRNOG00000020737	ENSMUSG00000032477
ENSOCUG00000012344	ENSGALG00000016276	ENSG00000112232	ENSMMUG00000064741	ENSRNOG00000012284	ENSMUSG00000026058
ENSOCUG00000012345	ENSGALG00000004809	ENSG00000108179	ENSMMUG00000003189	ENSRNOG00000010558	ENSMUSG00000021868
ENSOCUG00000012348	ENSGALG00000008286	ENSG00000144455	ENSMMUG00000004734	ENSRNOG00000006813	ENSMUSG00000030101
ENSOCUG00000012352	ENSGALG00000014078	ENSG00000109184	ENSMMUG00000008579	ENSRNOG00000002152	ENSMUSG00000051674
ENSOCUG00000012353	ENSGALG00000008317	ENSG00000139410	ENSMMUG00000020665	ENSRNOG00000001391	ENSMUSG00000029596
ENSOCUG00000012354	ENSGALG00000010610	ENSG00000109762	ENSMMUG00000003518	ENSRNOG00000011116	ENSMUSG00000038291
ENSOCUG00000012358	ENSGALG00000008839	ENSG00000058063	ENSMMUG00000019323	ENSRNOG00000052116	ENSMUSG00000037400
ENSOCUG00000012360	ENSGALG00000004702	ENSG00000119333	ENSMMUG00000009333	ENSRNOG00000015636	ENSMUSG00000039715
ENSOCUG00000012361	ENSGALG00000011814	ENSG00000171681	ENSMMUG00000003664	ENSRNOG00000008870	ENSMUSG00000030213
ENSOCUG00000012362	ENSGALG00000027314	ENSG00000155875	ENSMMUG00000018394	ENSRNOG00000048197	ENSMUSG00000028492
ENSOCUG00000012363	ENSGALG00000005936	ENSG00000180772	ENSMMUG00000055906	ENSRNOG00000050006	ENSMUSG00000068122
ENSOCUG00000012364	ENSGALG00000037315	ENSG00000104731	ENSMMUG00000022867	ENSRNOG00000018801	ENSMUSG00000040263
ENSOCUG00000012365	ENSGALG00000045063	ENSG00000109771	ENSMMUG00000003519	ENSRNOG00000011178	ENSMUSG00000031637
ENSOCUG00000012366	ENSGALG00000000253	ENSG00000164209	ENSMMUG00000064835	ENSRNOG00000017091	ENSMUSG00000024259
ENSOCUG00000012367	ENSGALG00000015970	ENSG00000112280	ENSMMUG00000005577	ENSRNOG00000012920	ENSMUSG00000026147
ENSOCUG00000012368	ENSGALG00000008606	ENSG00000023228	ENSMMUG00000016788	ENSRNOG00000011849	ENSMUSG00000025968
ENSOCUG00000012371	ENSGALG00000034510	ENSG00000215305	ENSMMUG00000005204	ENSRNOG00000021222	ENSMUSG00000027411
ENSOCUG00000012375	ENSGALG00000010601	ENSG00000109775	ENSMMUG00000003520	ENSRNOG00000012087	ENSMUSG00000031634
ENSOCUG00000012376	ENSGALG00000007652	ENSG00000172340	ENSMMUG00000009693	ENSRNOG00000005686	ENSMUSG00000061838
ENSOCUG00000012378	ENSGALG00000029819	ENSG00000171951	ENSMMUG00000018918	ENSRNOG00000015055	ENSMUSG00000050711
ENSOCUG00000012379	ENSGALG00000012739	ENSG00000095951	ENSMMUG00000008560	ENSRNOG00000014460	ENSMUSG00000021366
ENSOCUG00000012380	ENSGALG00000007533	ENSG00000215440	ENSMMUG00000010006	ENSRNOG00000028384	ENSMUSG00000039263
ENSOCUG00000012383	ENSGALG00000045889	ENSG00000180336	ENSMMUG00000015047	ENSRNOG00000021953	ENSMUSG00000051455
ENSOCUG00000012384	ENSGALG00000008589	ENSG00000183671	ENSMMUG00000008334	ENSRNOG00000045532	ENSMUSG00000046856
ENSOCUG00000012387	ENSGALG00000005973	ENSG00000205629	ENSMMUG00000005942	ENSRNOG00000014565	ENSMUSG00000030763
ENSOCUG00000012388	ENSGALG00000030012	ENSG00000183798	ENSMMUG00000060981	ENSRNOG00000016734	ENSMUSG00000050700
ENSOCUG00000012389	ENSGALG00000010976	ENSG00000169193	ENSMMUG00000014987	ENSRNOG00000009322	ENSMUSG00000050786
ENSOCUG00000012392	ENSGALG00000005448	ENSG00000160808	ENSMMUG00000014741	ENSRNOG00000020955	ENSMUSG00000059741
ENSOCUG00000012393	ENSGALG00000008785	ENSG00000078070	ENSMMUG00000010553	ENSRNOG00000013293	ENSMUSG00000027709
ENSOCUG00000012395	ENSGALG00000017332	ENSG00000149243	ENSMMUG00000063403	ENSRNOG00000017365	ENSMUSG00000035298
ENSOCUG00000012396	ENSGALG00000005533	ENSG00000147130	ENSMMUG00000000667	ENSRNOG00000003707	ENSMUSG00000031310
ENSOCUG00000012398	ENSGALG00000009858	ENSG00000170385	ENSMMUG00000056449	ENSRNOG00000004749	ENSMUSG00000037434
ENSOCUG00000012399	ENSGALG00000007700	ENSG00000085733	ENSMMUG00000013267	ENSRNOG00000050994	ENSMUSG00000031078
ENSOCUG00000012400	ENSGALG00000005476	ENSG00000160801	ENSMMUG00000014742	ENSRNOG00000020948	ENSMUSG00000032492
ENSOCUG00000012403	ENSGALG00000015141	ENSG00000119125	ENSMMUG00000019196	ENSRNOG00000018282	ENSMUSG00000058624
ENSOCUG00000012404	ENSGALG00000003778	ENSG00000072954	ENSMMUG00000052014	ENSRNOG00000011912	ENSMUSG00000031791
ENSOCUG00000012407	ENSGALG00000003860	ENSG00000080561	ENSMMUG00000005632	ENSRNOG00000060542	ENSMUSG00000000266
ENSOCUG00000012408	ENSGALG00000042767	ENSG00000064547	ENSMMUG00000000654	ENSRNOG00000010758	ENSMUSG00000031861
ENSOCUG00000012411	ENSGALG00000002734	ENSG00000152332	ENSMMUG00000019513	ENSRNOG00000002941	ENSMUSG00000026667
ENSOCUG00000012412	ENSGALG00000029354	ENSG00000089639	ENSMMUG00000003036	ENSRNOG00000027257	ENSMUSG00000036246
ENSOCUG00000012416	ENSGALG00000010579	ENSG00000140022	ENSMMUG00000022124	ENSRNOG00000004458	ENSMUSG00000020961
ENSOCUG00000012418	ENSGALG00000045521	ENSG00000138675	ENSMMUG00000009067	ENSRNOG00000022631	ENSMUSG00000029337
ENSOCUG00000012419	ENSGALG00000016054	ENSG00000157542	ENSMMUG00000018136	ENSRNOG00000001658	ENSMUSG00000043301
ENSOCUG00000012420	ENSGALG00000005701	ENSG00000068745	ENSMMUG00000014730	ENSRNOG00000020361	ENSMUSG00000032599
ENSOCUG00000012421	ENSGALG00000011078	ENSG00000163629	ENSMMUG00000003726	ENSRNOG00000002061	ENSMUSG00000034573
ENSOCUG00000012422	ENSGALG00000001375	ENSG00000006695	ENSMMUG00000016157	ENSRNOG00000024972	ENSMUSG00000042148
ENSOCUG00000012426	ENSGALG00000007023	ENSG00000114302	ENSMMUG00000000081	ENSRNOG00000020284	ENSMUSG00000032601
ENSOCUG00000012427	ENSGALG00000005904	ENSG00000117500	ENSMMUG00000045421	ENSRNOG00000000073	ENSMUSG00000063406
ENSOCUG00000012431	ENSGALG00000005487	ENSG00000160799	ENSMMUG00000019810	ENSRNOG00000020946	ENSMUSG00000019659
ENSOCUG00000012434	ENSGALG00000005889	ENSG00000122483	ENSMMUG00000016812	ENSRNOG00000024545	ENSMUSG00000056531
ENSOCUG00000012437	ENSGALG00000003930	ENSG00000034053	ENSMMUG00000019339	ENSRNOG00000016358	ENSMUSG00000030519
ENSOCUG00000012438	ENSGALG00000039120	ENSG00000160796	ENSMMUG00000019813	ENSRNOG00000027880	ENSMUSG00000056724
ENSOCUG00000012439	ENSGALG00000015081	ENSG00000177076	ENSMMUG00000045740	ENSRNOG00000007637	ENSMUSG00000038007
ENSOCUG00000012440	ENSGALG00000012032	ENSG00000135378	ENSMMUG00000049850	ENSRNOG00000022710	ENSMUSG00000027171
ENSOCUG00000012441	ENSGALG00000008230	ENSG00000156374	ENSMMUG00000008873	ENSRNOG00000020250	ENSMUSG00000025050
ENSOCUG00000012442	ENSGALG00000039380	ENSG00000065882	ENSMMUG00000000237	ENSRNOG00000002180	ENSMUSG00000029174
ENSOCUG00000012443	ENSGALG00000003944	ENSG00000104059	ENSMMUG00000019340	ENSRNOG00000023496	ENSMUSG00000030518
ENSOCUG00000012444	ENSGALG00000013999	ENSG00000163833	ENSMMUG00000013543	ENSRNOG00000002459	ENSMUSG00000047746
ENSOCUG00000012449	ENSGALG00000039682	ENSG00000180353	ENSMMUG00000013545	ENSRNOG00000038881	ENSMUSG00000022831
ENSOCUG00000012450	ENSGALG00000004947	ENSG00000148606	ENSMMUG00000005514	ENSRNOG00000010008	ENSMUSG00000025280
ENSOCUG00000012451	ENSGALG00000015958	ENSG00000172071	ENSMMUG00000009254	ENSRNOG00000006069	ENSMUSG00000031668
ENSOCUG00000012455	ENSGALG00000026838	ENSG00000135272	ENSMMUG00000019776	ENSRNOG00000053787	ENSMUSG00000041390
ENSOCUG00000012456	ENSGALG00000026558	ENSG00000160094	ENSMMUG00000003267	ENSRNOG00000043364	ENSMUSG00000028799
ENSOCUG00000012457	ENSGALG00000041494	ENSG00000173230	ENSMMUG00000013546	ENSRNOG00000030314	ENSMUSG00000034243
ENSOCUG00000012458	ENSGALG00000042116	ENSG00000172461	ENSMMUG00000002598	ENSRNOG00000070149	ENSMUSG00000055373
ENSOCUG00000012459	ENSGALG00000035187	ENSG00000183386	ENSMMUG00000023200	ENSRNOG00000007541	ENSMUSG00000032643
ENSOCUG00000012460	ENSGALG00000010129	ENSG00000173846	ENSMMUG00000006582	ENSRNOG00000018484	ENSMUSG00000028680
ENSOCUG00000012462	ENSGALG00000008381	ENSG00000155755	ENSMMUG00000018147	ENSRNOG00000024085	ENSMUSG00000038079
ENSOCUG00000012467	ENSGALG00000015320	ENSG00000095380	ENSMMUG00000049493	ENSRNOG00000008945	ENSMUSG00000028334
ENSOCUG00000012470	ENSGALG00000008398	ENSG00000082126	ENSMMUG00000018151	ENSRNOG00000010486	ENSMUSG00000079550
ENSOCUG00000012471	ENSGALG00000005534	ENSG00000077147	ENSMMUG00000001874	ENSRNOG00000013443	ENSMUSG00000025016
ENSOCUG00000012475	ENSGALG00000043532	ENSG00000164764	ENSMMUG00000023210	ENSRNOG00000007258	ENSMUSG00000032719
ENSOCUG00000012477	ENSGALG00000011318	ENSG00000123992	ENSMMUG00000017929	ENSRNOG00000019772	ENSMUSG00000026209
ENSOCUG00000012479	ENSGALG00000005679	ENSG00000113722	ENSMMUG00000050352	ENSRNOG00000060334	ENSMUSG00000024619
ENSOCUG00000012488	ENSGALG00000008415	ENSG00000003393	ENSMMUG00000018155	ENSRNOG00000023280	ENSMUSG00000026024
ENSOCUG00000012491	ENSGALG00000037727	ENSG00000128694	ENSMMUG00000014315	ENSRNOG00000004001	ENSMUSG00000026096
ENSOCUG00000012493	ENSGALG00000036133	ENSG00000163884	ENSMMUG00000003721	ENSRNOG00000017808	ENSMUSG00000030087
ENSOCUG00000012497	ENSGALG00000010752	ENSG00000157211	ENSMMUG00000015947	ENSRNOG00000009221	ENSMUSG00000047636
ENSOCUG00000012500	ENSGALG00000044610	ENSG00000163885	ENSMMUG00000004192	ENSRNOG00000017959	ENSMUSG00000048794
ENSOCUG00000012508	ENSGALG00000041568	ENSG00000105778	ENSMMUG00000011770	ENSRNOG00000013314	ENSMUSG00000029787
ENSOCUG00000012509	ENSGALG00000010140	ENSG00000070785	ENSMMUG00000005342	ENSRNOG00000018375	ENSMUSG00000028683
ENSOCUG00000012511	ENSGALG00000034011	ENSG00000064933	ENSMMUG00000014318	ENSRNOG00000004076	ENSMUSG00000026098
ENSOCUG00000012513	ENSGALG00000011427	ENSG00000135913	ENSMMUG00000015218	ENSRNOG00000022720	ENSMUSG00000033364
ENSOCUG00000012516	ENSGALG00000011133	ENSG00000189308	ENSMMUG00000008514	ENSRNOG00000002203	ENSMUSG00000118665
ENSOCUG00000012519	ENSGALG00000040224	ENSG00000150455	ENSMMUG00000051458	ENSRNOG00000021420	ENSMUSG00000032041
